OBJECTID,Shape_Length,bearing,bearing_corrected,x_coord,y_coord
331,4894.580766,251.3538921,71.35389212,-158.8927171,75.02330267
332,3232.216486,71.33795591,71.33795591,-158.8560559,75.02007497
333,5145.916338,253.7235836,73.7235836,-158.9317992,75.05509485
334,2010.13089,63.8361854,63.8361854,-158.7898412,75.05528949
335,1641.983137,64.81844083,64.81844083,-158.7907133,75.06137115
336,3839.387238,77.32354334,77.32354334,-158.8989934,75.06092859
337,3154.401569,254.9058872,74.90588719,-158.9518553,75.06721039
338,2587.59243,261.6486285,81.64862854,-158.9433636,75.07309167
339,1330.789619,267.4326032,87.4326032,-158.9196702,75.07361974
340,2238.192531,255.7420066,75.74200664,-158.9299812,75.08418797
341,2040.416186,255.3850961,75.3850961,-158.8750881,75.08493155
342,4291.35245,249.4165179,69.4165179,-158.8963348,75.02799238
343,3569.009793,250.4331643,70.43316431,-158.9037965,75.02604918
344,1401.990866,80.26089128,80.26089128,-158.994088,75.0222895
345,1600.711463,70.98723724,70.98723724,-158.8224256,75.02938182
346,2281.728203,261.9079163,81.90791632,-158.9942204,75.03712165
347,1839.278385,72.33623804,72.33623804,-158.87016,75.01317811
348,2719.643256,259.5854083,79.58540833,-158.9925447,75.06171444
349,1145.864332,261.71848,81.71848004,-158.8849921,75.07209089
350,4478.359533,249.8176227,69.81762272,-158.8945109,75.09189209
351,1502.950153,252.5707862,72.57078617,-158.8299323,75.08989298
352,914.1538365,249.8825147,69.88251471,-158.925955,75.10078897
353,823.476444,75.3877752,75.3877752,-158.8597816,75.09694657
354,685.8660852,75.50736469,75.50736469,-158.8577252,75.10023045
355,1741.597401,256.1821042,76.18210417,-158.7919243,75.09601971
356,2356.447586,255.7915225,75.79152246,-158.8826948,75.0939646
357,3011.346275,254.0094991,74.00949911,-158.8887869,75.10425086
358,2415.876691,253.7489351,73.7489351,-158.8968289,75.10830996
359,1770.369294,249.5869076,69.58690762,-159.4921061,75.21761185
360,1664.464694,251.2882614,71.28826144,-159.4867477,75.21988645
361,1463.920847,249.230618,69.23061798,-159.4780673,75.22535523
362,1207.926792,243.1581574,63.15815739,-159.4675399,75.23137843
363,3058.256128,247.9218032,67.92180316,-159.0534825,75.28355493
364,1537.745413,72.43076119,72.43076119,-158.8966807,75.23278239
365,2470.703433,260.3665047,80.36650467,-158.23244,75.12545574
366,1904.291304,258.8219445,78.82194446,-158.2278464,75.12252314
367,1868.439155,254.2445728,74.24457283,-158.2405928,75.11234014
368,1860.876525,258.9987604,78.99876042,-158.2616449,75.09586315
369,1945.604444,256.9731864,76.97318645,-158.2541261,75.10603929
370,3007.139205,258.5685523,78.56855232,-158.2371996,75.08998705
371,2588.862248,257.9924343,77.99243435,-158.2320035,75.08559205
372,2358.793909,256.8294671,76.82946709,-158.2256757,75.08041488
373,1432.322406,260.2608892,80.2608892,-158.2181572,75.07584996
374,3428.529175,253.7778149,73.7778149,-158.1429067,75.20588878
375,2897.706874,253.6273346,73.62733457,-158.1332778,75.21092397
376,3073.931044,255.3738788,75.37387881,-158.1509579,75.20423231
377,1744.715961,253.5903718,73.59037178,-158.1479568,75.22609146
378,2713.196407,253.4162056,73.41620562,-158.1342922,75.2154994
379,1879.139034,251.6889259,71.6889259,-158.1451751,75.22147164
380,2264.891255,252.285573,72.28557296,-158.1347834,75.21821943
381,1872.183274,253.8360433,73.83604331,-158.1263655,75.25569331
382,2150.882153,252.1050517,72.10505171,-158.1225656,75.26252164
383,2088.565187,67.92180193,67.92180193,-158.095313,75.27159436
384,3947.342356,246.8133655,66.81336549,-158.9799328,75.65179736
385,1540.283787,250.015231,70.01523104,-158.9290635,75.67598878
386,1479.321014,249.1671658,69.16716584,-158.831642,75.67574307
387,1966.746892,245.696704,65.69670399,-158.7616816,75.69625705
388,1218.391728,265.1326638,85.13266381,-158.6658522,75.61438036
389,1052.380208,263.4363184,83.43631844,-158.6432551,75.61579616
390,913.7669297,267.4992439,87.49924394,-159.1321259,75.70074936
391,2192.897314,263.6899578,83.68995778,-159.1164326,75.68518575
392,1585.98924,263.9488851,83.94888506,-159.0895235,75.66449352
393,1984.774387,70.9645599,70.9645599,-158.8197012,75.68092765
